"","Ledger.Name","Project.No","Project.Description","Date","Period","Reference","Trans.Nbr","Ordernr","Order.Line.Nbr","Document.Type","Unique.Number","Amount","Narrative.1","Narrative.2","Narrative.3","Funding.Source","Accountnr","X","CapSentiment","CapSentiment_Cl"
"14607","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/08/2019",2,"RJ001419",64,"",NA,"$REVJRNL",0,500,"Empty contaminated liquid sump","PT ENVIRONMENTAL SERVICES; P040512/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14608","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/08/2019",2,"RJ001419",65,"",NA,"$REVJRNL",0,276,"Freight Collection Bodyline Imports Pty","RGR ROAD HAULAGE PTY LTD; P040734/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14609","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","22/03/2019",2,"0369",77,"P037695",7,"APINVP",238123,20,"Con Note: 8976364300 GASTECH","","Toll Ipec - East Side","MAINT","M410000.6230.02.00",NA,0,0
"14623","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","23/08/2019",3,"I192696",80,"P041009",1,"APINVP",238878,320,"RB-1CH1DL-BA-1L 1RU 12F SC SIMPLEX SM 9u","","AFL Telecommunications Australia Pty Ltd","MAINT","M410000.6230.02.00",NA,0,0
"14624","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","23/08/2019",3,"I192696",81,"P041009",2,"APINVP",238878,250,"WO-1CH-BN-1L 12F SC SIMPLEX SM LOADED MO","","AFL Telecommunications Australia Pty Ltd","MAINT","M410000.6230.02.00",NA,0,0
"14625","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","23/08/2019",3,"I192696",82,"P041009",3,"APINVP",238878,16,"KIM3412 LINT FREE WIPES 11 x 21cm","","AFL Telecommunications Australia Pty Ltd","MAINT","M410000.6230.02.00",NA,0,0
"14628","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","23/08/2019",3,"I192696",85,"P041009",6,"APINVP",238878,359,"LMD61DPA024BE 24F SM L/TUBE PE/NYLON DC","","AFL Telecommunications Australia Pty Ltd","MAINT","M410000.6230.02.00",NA,0,0
"14633","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","4/09/2019",3,"2174/99802880",90,"P041376",1,"APINVP",239903,23,"RIVET ALUM SURFMIST OTTER++3.2X0.8-4.8MM","","Bunnings Group","MAINT","M410000.6230.02.00",NA,0,0
"14634","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","4/09/2019",3,"2174/99802880",91,"P041376",2,"APINVP",239903,23,"RIVET ALUM WOODLAND GREY OTTER++","","Bunnings Group","MAINT","M410000.6230.02.00",NA,0,0
"14635","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","4/09/2019",3,"2174/99802880",92,"P041376",3,"APINVP",239903,27,"FASTENER DRIVE IMPACT KANGO++3/8IN","","Bunnings Group","MAINT","M410000.6230.02.00",NA,0,0
"14638","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","16/08/2019",3,"00258306",95,"P041589",12,"APINVP",240246,276,"Con Note: 332803 Bodyline Imports","","RGR Road Haulage Pty Ltd","MAINT","M410000.6230.02.00",NA,0,0
"14639","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","27/08/2019",3,"12346",96,"P040802",1,"APINVP",239525,3205,"BX510 HD PTZ External Pendant, 30x Lens","","Security Management Australasia P/L","MAINT","M410000.6230.02.00",NA,0,0
"14640","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","1/09/2019",3,"00007785",97,"P041357",1,"APINVP",240792,407,"TRIMDEK 0.42mm **SURFMIST ULTR**","","Australian Steel & Procurement Services","MAINT","M410000.6230.02.00",NA,0,0
"14641","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","1/09/2019",3,"00007785",98,"P041357",2,"APINVP",240792,53," INS TAPE 72MM X 50M ROLL","","Australian Steel & Procurement Services","MAINT","M410000.6230.02.00",NA,0,0
"14642","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","1/09/2019",3,"00007785",99,"P041357",3,"APINVP",240792,28," SD SCREW 12-14x20mm **SURFMIST** (1000)","","Australian Steel & Procurement Services","MAINT","M410000.6230.02.00",NA,0,0
"14643","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","1/09/2019",3,"0392-80069564",100,"P041808",66,"APINVP",242082,53,"Con Note: 8901011682 AFL","","Toll Ipec - East Side","MAINT","M410000.6230.02.00",NA,0,0
"14644","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","30/09/2019",3,"RJ001461",101,"",NA,"$REVJRNL",0,46,"Con Note: 8983023672 Aquagas","TOLL IPEC - EAST SIDE; P037102/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14646","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","30/09/2019",3,"RJ001461",103,"",NA,"$REVJRNL",0,1684,"Calibrate Meters & HV gear","TEX ONSITE PTY LTD; P039709/1","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14648","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","30/09/2019",3,"RJ001461",105,"",NA,"$REVJRNL",0,20,"Con Note: 15685900006430 GASTECH AUST","TOLL IPEC - EAST SIDE; P037697/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14649","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","30/09/2019",3,"RJ001461",106,"",NA,"$REVJRNL",0,27,"Con Note: 8964611065 SMA","TOLL IPEC - EAST SIDE; P041808/2","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14651","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","30/09/2019",3,"RJ001461",108,"",NA,"$REVJRNL",0,270,"Berth 1 Fuel Bowser Nozzle Pin","FUELFIX PTY LTD; P038414/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14653","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","30/09/2019",3,"RJ001461",110,"",NA,"$REVJRNL",0,276,"Freight Collection Bodyline Imports Pty","RGR ROAD HAULAGE PTY LTD; P040734/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14654","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","30/09/2019",3,"RJ001461",111,"",NA,"$REVJRNL",0,16,"Con Note: 8949316008 Bunnings","TOLL IPEC - EAST SIDE; P041808/2","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14667","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","8/09/2019",4,"0393-80069564",124,"P041808",74,"APINVP",245292,16,"Con Note: 8949316008 Bunnings","","Toll Ipec - East Side","MAINT","M410000.6230.02.00",NA,0,0
"14668","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","26/09/2019",4,"PC012486",125,"",NA,"PCEXP",246961,15,"Lug Ring","AUSLEC PORT HEDLAND      PORT HEDLANDWA","Martyn Stafford","MAINT","M410000.6230.02.00",NA,0,0
"14671","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","11/10/2019",4,"00027718",128,"P042316",1,"APINVP",247262,120,"LOW HEADROOM SIGNAGE","","Northwest Signs","MAINT","M410000.6230.02.00",NA,0,0
"14673","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","8/10/2019",4,"9341287984",130,"P042342",2,"APINVP",247764,25,"SHIPPING AND HANDLING","","Seton Australia Pty Ltd","MAINT","M410000.6230.02.00",NA,0,0
"14675","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","25/08/2019",4,"0391-80069564",132,"P042450",63,"APINVP",248475,38,"Con Note: 1568590000463 GASTECH","","Toll Ipec - East Side","MAINT","M410000.6230.02.00",NA,0,0
"14676","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","25/08/2019",4,"0391-80069564",133,"P042450",69,"APINVP",248475,27,"Con Note: 8964611065 SMA","","Toll Ipec - East Side","MAINT","M410000.6230.02.00",NA,0,0
"14677","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","23/10/2019",4,"4660783586",134,"P042105",1,"APINVP",248791,46,"12VOLT 3-4A BATT","","Repco Auto Parts","MAINT","M410000.6230.02.00",NA,0,0
"14678","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","23/10/2019",4,"4660783586",135,"P042105",2,"APINVP",248791,18,"PROCUREMENT RECOVERY","","Repco Auto Parts","MAINT","M410000.6230.02.00",NA,0,0
"14680","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/10/2019",4,"RJ001501",137,"",NA,"$REVJRNL",0,46,"Con Note: 8983023672 Aquagas","TOLL IPEC - EAST SIDE; P037102/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14682","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/10/2019",4,"RJ001501",139,"",NA,"$REVJRNL",0,1684,"Calibrate Meters & HV gear","TEX ONSITE PTY LTD; P039709/1","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14684","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/10/2019",4,"RJ001501",141,"",NA,"$REVJRNL",0,20,"Con Note: 15685900006430 GASTECH AUST","TOLL IPEC - EAST SIDE; P037697/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14685","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/10/2019",4,"RJ001501",142,"",NA,"$REVJRNL",0,27,"Con Note: 8964611065 SMA","TOLL IPEC - EAST SIDE; P041808/3","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14687","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/10/2019",4,"RJ001501",144,"",NA,"$REVJRNL",0,270,"Berth 1 Fuel Bowser Nozzle Pin","FUELFIX PTY LTD; P038414/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14689","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/10/2019",4,"RJ001501",146,"",NA,"$REVJRNL",0,276,"Freight Collection Bodyline Imports Pty","RGR ROAD HAULAGE PTY LTD; P040734/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14701","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","25/10/2019",5,"PC012913",158,"",NA,"PCEXP",251051,319,"3 PHASE RCD","EMONA INSTRUMENTS        CAMPERDOWN  NSW","Peter Leonard","MAINT","M410000.6230.02.00",NA,0,0
"14709","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","30/11/2019",5,"RJ001545",166,"",NA,"$REVJRNL",0,1684,"Calibrate Meters & HV gear","TEX ONSITE PTY LTD; P039709/1","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14710","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","30/11/2019",5,"RJ001545",167,"",NA,"$REVJRNL",0,20,"Con Note: 15685900006430 GASTECH AUST","TOLL IPEC - EAST SIDE; P037697/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14711","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","30/11/2019",5,"RJ001545",168,"",NA,"$REVJRNL",0,27,"Con Note: 8964611065 SMA","TOLL IPEC - EAST SIDE; P041808/3","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14713","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","30/11/2019",5,"RJ001545",170,"",NA,"$REVJRNL",0,270,"Berth 1 Fuel Bowser Nozzle Pin","FUELFIX PTY LTD; P038414/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14715","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","30/11/2019",5,"RJ001545",172,"",NA,"$REVJRNL",0,276,"Freight Collection Bodyline Imports Pty","RGR ROAD HAULAGE PTY LTD; P040734/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14716","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","30/11/2019",5,"RJ001545",173,"",NA,"$REVJRNL",0,200,"WHS-L-0025-010-BVE","BULLIVANTS PTY LTD; P042474/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14717","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","30/11/2019",5,"RJ001545",174,"",NA,"$REVJRNL",0,142,"WLN-180-D7D7-E-S-EC","BULLIVANTS PTY LTD; P042474/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14718","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","30/11/2019",5,"RJ001556",185,"",NA,"$REVJRNL",0,46,"Con Note: 8983023672 Aquagas","Toll Ipec - East Side; Inv: 0363; P03710","Unposted Doc Accrual 083190","MAINT","M410000.6230.02.00",NA,0,0
"14730","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","8/02/2019",6,"0363",187,"P037102",1,"APINVP",255797,46,"Con Note: 8983023672 Aquagas","","Toll Ipec - East Side","MAINT","M410000.6230.02.00",NA,0,0
"14732","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","4/11/2019",6,"DMI400941816",189,"P042474",4,"APINVP",257884,2980,"S15040690","","Bullivants Pty Ltd","MAINT","M410000.6230.02.00",NA,0,0
"14733","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","14/12/2019",6,"PH8355UY",190,"P044221",1,"APINVP",259638,51,"Dispenser Gun - R-GUN-380-N - Rawlplug","","Blackwoods Hardware","MAINT","M410000.6230.02.00",NA,0,0
"14734","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","14/12/2019",6,"PH8355UY",191,"P044221",3,"APINVP",259638,57,"LATCH SECURA-GATE ZP LANE 705L","","Blackwoods Hardware","MAINT","M410000.6230.02.00",NA,0,0
"14736","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","19/12/2019",6,"PH9302UZ",193,"P044221",2,"APINVP",260673,169,"SDS Max Red - 18mm X 340mm - 370570036","","Blackwoods Hardware","MAINT","M410000.6230.02.00",NA,0,0
"14737","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","13/12/2019",6,"00008805",194,"P044241",1,"APINVP",260698,308,"ALUMINIUM PIPE","","Australian Steel & Procurement Services","MAINT","M410000.6230.02.00",NA,0,0
"14739","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/12/2019",6,"RJ001582",196,"",NA,"$REVJRNL",0,1684,"Calibrate Meters & HV gear","TEX ONSITE PTY LTD; P039709/1","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14740","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/12/2019",6,"RJ001582",197,"",NA,"$REVJRNL",0,27,"Con Note: 8964611065 SMA","TOLL IPEC - EAST SIDE; P041808/3","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14742","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/12/2019",6,"RJ001582",199,"",NA,"$REVJRNL",0,270,"Berth 1 Fuel Bowser Nozzle Pin","FUELFIX PTY LTD; P038414/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14744","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/12/2019",6,"RJ001582",201,"",NA,"$REVJRNL",0,276,"Freight Collection Bodyline Imports Pty","RGR ROAD HAULAGE PTY LTD; P040734/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14745","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/12/2019",6,"RJ001582",202,"",NA,"$REVJRNL",0,200,"WHS-L-0025-010-BVE","BULLIVANTS PTY LTD; P042474/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14746","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/12/2019",6,"RJ001582",203,"",NA,"$REVJRNL",0,142,"WLN-180-D7D7-E-S-EC","BULLIVANTS PTY LTD; P042474/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14749","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/12/2019",6,"RJ001592",217,"",NA,"$REVJRNL",261098,46,"PLEASE PUT SCOOP BACK IN ITS HOLDER","Northwest Signs; Inv: 00027936; P042617","Unposted Doc Accrual 084756","MAINT","M410000.6230.02.00",NA,0,0
"14762","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","28/11/2019",7,"00027936",219,"P042617",1,"APINVP",260834,46,"PLEASE PUT SCOOP BACK IN ITS HOLDER","","Northwest Signs","MAINT","M410000.6230.02.00",NA,0,0
"14763","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","13/12/2019",7,"PC013686",220,"",NA,"PCEXP",261539,166,"Press part for PH033756","WHITELAW ENGINEERING     MANSFIELD   AUS","Warren McDonogh","MAINT","M410000.6230.02.00",NA,0,0
"14765","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","14/01/2020",7,"45431",222,"P044472",1,"APINVP",263521,212,"F210B NICE F210B BLUEBUS PHOTOCELLS","","L&H Group T/A Auslec","MAINT","M410000.6230.02.00",NA,0,0
"14766","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","14/01/2020",7,"45431",223,"P044472",2,"APINVP",263521,226,"6120069681 CABLE SECRTY 4C 0.5MM2 14/0.2","","L&H Group T/A Auslec","MAINT","M410000.6230.02.00",NA,0,0
"14768","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","14/01/2020",7,"45431",225,"P044472",4,"APINVP",263521,34,"6120050533 CONDUIT RIGID PVC 20MM-DIA CO","","L&H Group T/A Auslec","MAINT","M410000.6230.02.00",NA,0,0
"14769","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","14/01/2020",7,"45431",226,"P044472",5,"APINVP",263521,9,"6120056884 CONDUIT BEND SWEEP 20MM-RGD P","","L&H Group T/A Auslec","MAINT","M410000.6230.02.00",NA,0,0
"14770","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","14/01/2020",7,"45431",227,"P044472",6,"APINVP",263521,39,"6131630877 SADDLE HALF 20MM 316SS","","L&H Group T/A Auslec","MAINT","M410000.6230.02.00",NA,0,0
"14771","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","14/01/2020",7,"45431",228,"P044472",7,"APINVP",263521,6,"6120020878 CONDUIT ELBOW SOLID 20MM-RGD","","L&H Group T/A Auslec","MAINT","M410000.6230.02.00",NA,0,0
"14772","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","14/01/2020",7,"45431",229,"P044472",8,"APINVP",263521,13,"6130977587 CONDUIT CORRUGATED 20MM XL10M","","L&H Group T/A Auslec","MAINT","M410000.6230.02.00",NA,0,0
"14773","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","14/01/2020",7,"45431",230,"P044472",9,"APINVP",263521,242,"6120027955 CONDUIT COR 20MM X10M HFT BLK","","L&H Group T/A Auslec","MAINT","M410000.6230.02.00",NA,0,0
"14775","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","14/01/2020",7,"45431",232,"P044472",11,"APINVP",263521,17,"6131085794 CONDUIT CONNECTOR BL IP66 M25","","L&H Group T/A Auslec","MAINT","M410000.6230.02.00",NA,0,0
"14776","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","14/01/2020",7,"45431",233,"P044472",12,"APINVP",263521,9,"6120021151 CONDUIT RDG COUPLING PLN-SCRD","","L&H Group T/A Auslec","MAINT","M410000.6230.02.00",NA,0,0
"14777","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","14/01/2020",7,"45431",234,"P044472",13,"APINVP",263521,9,"6120056714 JOINTING CEMENT PVC TYPE-N 25","","L&H Group T/A Auslec","MAINT","M410000.6230.02.00",NA,0,0
"14778","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","14/01/2020",7,"45431",235,"P044472",14,"APINVP",263521,18,"6133073097 SCOTCHLOK CONNECTOR 2 WIRE YE","","L&H Group T/A Auslec","MAINT","M410000.6230.02.00",NA,0,0
"14779","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","14/01/2020",7,"45431",236,"P044472",15,"APINVP",263521,18,"6132666116 DRILL BIT H/DRILL SDS PLUS CB","","L&H Group T/A Auslec","MAINT","M410000.6230.02.00",NA,0,0
"14780","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","14/01/2020",7,"45431",237,"P044472",16,"APINVP",263521,90,"Freight","","L&H Group T/A Auslec","MAINT","M410000.6230.02.00",NA,0,0
"14781","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","23/01/2020",7,"PH0580VG",238,"P044998",1,"APINVP",265028,46,"ALLOY BRAZING 45% FC SILVER S45FC16-3","","Blackwoods Hardware","MAINT","M410000.6230.02.00",NA,0,0
"14783","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/01/2020",7,"RJ001616",240,"",NA,"$REVJRNL",0,1684,"Calibrate Meters & HV gear","TEX ONSITE PTY LTD; P039709/1","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14784","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/01/2020",7,"RJ001616",241,"",NA,"$REVJRNL",0,27,"Con Note: 8964611065 SMA","TOLL IPEC - EAST SIDE; P041808/3","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14786","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/01/2020",7,"RJ001616",243,"",NA,"$REVJRNL",0,270,"Berth 1 Fuel Bowser Nozzle Pin","FUELFIX PTY LTD; P038414/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14788","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/01/2020",7,"RJ001616",245,"",NA,"$REVJRNL",0,276,"Freight Collection Bodyline Imports Pty","RGR ROAD HAULAGE PTY LTD; P040734/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14789","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/01/2020",7,"RJ001616",246,"",NA,"$REVJRNL",0,200,"WHS-L-0025-010-BVE","BULLIVANTS PTY LTD; P042474/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14790","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/01/2020",7,"RJ001616",247,"",NA,"$REVJRNL",0,142,"WLN-180-D7D7-E-S-EC","BULLIVANTS PTY LTD; P042474/0","EOM Works Commitment accrual","MAINT","M410000.6230.02.00",NA,0,0
"14806","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","10/07/2019",1,"PH3682TM",1,"P039769",2,"APINVP",229427,28,"RING SPLIT T&T SD KRSS25 S/S 25MM(OD)","","Blackwoods Hardware","MAINT","M410000.6230.03.00",NA,0,0
"14807","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","8/07/2019",1,"116862",2,"P039770",2,"APINVP",229524,20,"SS Label - 25 x 15 - LASER ETCHED","","Etched Tags & Components Pty Ltd","MAINT","M410000.6230.03.00",NA,0,0
"14809","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","22/07/2019",2,"PC011546",4,"",NA,"PCEXP",237091,235,"Ashburton Genie - solar panel + battery","REPCO                    KARRATHA    WA","Daniel Fisher","MAINT","M410000.6230.03.00",NA,0,0
"14810","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","12/07/2019",2,"4600875528",5,"P039861",1,"APINVP",237684,93,"Materials DirectPur1","","Repco Auto Parts","MAINT","M410000.6230.03.00",NA,0,0
"14811","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","13/07/2019",2,"4600875703",6,"P039861",1,"APINVP",237688,293,"Materials DirectPur1","","Repco Auto Parts","MAINT","M410000.6230.03.00",NA,0,0
"14812","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","11/07/2019",2,"4600875161",7,"P039861",1,"APINVP",237691,109,"Materials DirectPur1","","Repco Auto Parts","MAINT","M410000.6230.03.00",NA,0,0
"14815","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","28/08/2019",5,"00803467",10,"P041288",1,"APINVP",253198,14898,"Sliding Gate Motors, Inverter and Switch","","Mabelle Nominees Pty Ltd T/A Automatic S","MAINT","M410000.6230.03.00",NA,0,0
"14816","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","18/11/2019",5,"00008537",11,"P043529",1,"APINVP",255153,726,"ALU TR Plate 2400 x 1200 x 5 + Pallet","","Australian Steel & Procurement Services","MAINT","M410000.6230.03.00",NA,0,0
"14817","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","30/11/2019",5,"RJ001545",12,"",NA,"$REVJRNL",0,3212,"2000L Fuel Tank Hire + Delivery","AGGREKO GENERATOR RENTALS PTY LTD; P0423","EOM Works Commitment accrual","MAINT","M410000.6230.03.00",NA,0,0
"14818","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","30/11/2019",5,"RJ001556",14,"",NA,"$REVJRNL",0,40,"AFL/ADPT-ST-DDH-MYL/ST ADAPTOR","CNW Pty Ltd; Inv: 171002387; P043773","Unposted Doc Accrual 083125","MAINT","M410000.6230.03.00",NA,0,0
"14825","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","28/11/2019",6,"171002387",20,"P043773",1,"APINVP",255608,40,"AFL/ADPT-ST-DDH-MYL/ST ADAPTOR","","CNW Pty Ltd","MAINT","M410000.6230.03.00",NA,0,0
"14828","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/01/2020",7,"RJ001616",23,"",NA,"$REVJRNL",0,902,"2000L Fuel Tank Hire + Delivery","AGGREKO GENERATOR RENTALS PTY LTD; P0423","EOM Works Commitment accrual","MAINT","M410000.6230.03.00",NA,0,0
"14830","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","20/09/2019",4,"171085",1,"P041700",1,"APINVP",246628,1190,"81-9983-116-A Cal Gas (Ammonia)","","Gastech Australia Pty Ltd","MAINT","M410000.6230.13.00",NA,0,0
"14831","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","23/07/2019",1,"8947236",1,"P040278",1,"APINVP",230952,54,"CLI264/5MGY Reducer Plain","","Rexel Electical Supplies Pty Ltd","MAINT","M410000.6230.28.00",NA,0,0
"14832","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","23/07/2019",1,"8947236",2,"P040278",2,"APINVP",230952,22,"CLI264/4MGY Conduit PLain Reducer","","Rexel Electical Supplies Pty Ltd","MAINT","M410000.6230.28.00",NA,0,0
"14833","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","23/07/2019",1,"8947236",3,"P040278",3,"APINVP",230952,6,"CLI242/32GY Conduit Coupling","","Rexel Electical Supplies Pty Ltd","MAINT","M410000.6230.28.00",NA,0,0
"14834","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","23/07/2019",1,"8947236",4,"P040278",4,"APINVP",230952,40,"CLI247L32EO Conduit","","Rexel Electical Supplies Pty Ltd","MAINT","M410000.6230.28.00",NA,0,0
"14836","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","30/05/2019",1,"143384",6,"P040333",1,"APINVP",231323,160,"XP20W B/operated Photocell","","Magnetic Automation Pty Ltd","MAINT","M410000.6230.28.00",NA,0,0
"14837","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","9/08/2019",2,"00006917",7,"P040170",2,"APINVP",234293,127,"Green 5mm Spray Nozzle","","Madson Mechanical Maintenance","MAINT","M410000.6230.28.00",NA,0,0
