FORMAT XLONE REPORT,DefnSheetName=_defntmp_,,,,,,,,,,,,,,,,
SET,Ledger Name,Project No,Project Description,Date,Period,Reference,Trans Nbr,Ordernr,Order Line Nbr,Document Type,Unique Number,Amount,Narrative 1,Narrative 2,Narrative 3,Funding Source,Accountnr
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,58,,,$REVJRNL,0,-188,Part/Liner No. CL5-19,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,59,,,$REVJRNL,0,-189,Part/Liner No. CL5-19A,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,60,,,$REVJRNL,0,-343,Part/Liner No. Cl5-20A,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,61,,,$REVJRNL,0,-343,Part/Liner No. CL5-20B,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,62,,,$REVJRNL,0,-274,Part/Liner No. CL5-21,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,63,,,$REVJRNL,0,-305,Part/Liner No. CL5-23,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,64,,,$REVJRNL,0,-341,Part/Liner No. CL5-24,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,65,,,$REVJRNL,0,-238,Part/Liner No. CL5-25,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,66,,,$REVJRNL,0,-332,Part/Liner No. CL5-26,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,67,,,$REVJRNL,0,-332,Part/Liner No. CL5-26A,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,68,,,$REVJRNL,0,-305,Part/Liner No. CL5-27A,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,69,,,$REVJRNL,0,-260,Part/Liner No. CL5-28,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,70,,,$REVJRNL,0,-260,Part/Liner No. CL5-28A,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,71,,,$REVJRNL,0,-362,Part/Liner No. CL5-29,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,72,,,$REVJRNL,0,-362,Part/Liner No. CL5-29A,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,73,,,$REVJRNL,0,-269,Part/Liner No. CL5-30,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,74,,,$REVJRNL,0,-368,Part/Liner No. CL5-31,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,75,,,$REVJRNL,0,-368,Part/Liner No. CL5-31A,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,76,,,$REVJRNL,0,-255,Part/Liner No. CL5-32,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,77,,,$REVJRNL,0,-509,Part/Liner No. CL5-32,CPC ENGINEERING; P027569/8,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,78,,,$REVJRNL,0,"-23,785",Part/Liner No. PL5-1,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,79,,,$REVJRNL,0,-253,Part/Liner No. PL5-10,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,80,,,$REVJRNL,0,-449,Part/Liner No. PL5-11,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,81,,,$REVJRNL,0,-595,Part/Liner No. PL5-12,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,82,,,$REVJRNL,0,-597,Part/Liner No. PL5-13,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,83,,,$REVJRNL,0,-500,Part/Liner No. PL5-14,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,84,,,$REVJRNL,0,-674,Part/Liner No. PL5-15,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,85,,,$REVJRNL,0,-875,Part/Liner No. PL5-16,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,86,,,$REVJRNL,0,-349,Part/Liner No. PL5-17,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,87,,,$REVJRNL,0,-311,Part/Liner No. PL5-18,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,88,,,$REVJRNL,0,-770,Part/Liner No. PL5-19,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,89,,,$REVJRNL,0,"-1,069",Part/Liner No. PL5-2,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,90,,,$REVJRNL,0,-241,Part/Liner No. PL5-20,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,91,,,$REVJRNL,0,-411,Part/Liner No. PL5-21,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,92,,,$REVJRNL,0,-576,Part/Liner No. PL5-22,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,93,,,$REVJRNL,0,-472,Part/Liner No. PL5-23,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,94,,,$REVJRNL,0,-360,Part/Liner No. PL5-24,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,95,,,$REVJRNL,0,-376,Part/Liner No. PL5-25,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,96,,,$REVJRNL,0,-673,Part/Liner No. PL5-26,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,97,,,$REVJRNL,0,-580,Part/Liner No. PL5-27,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,98,,,$REVJRNL,0,-391,Part/Liner No. PL5-28,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,99,,,$REVJRNL,0,-512,Part/Liner No. PL5-29,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,100,,,$REVJRNL,0,-644,Part/Liner No. PL5-3,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,101,,,$REVJRNL,0,-597,Part/Liner No. PL5-30,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,102,,,$REVJRNL,0,-682,Part/Liner No. PL5-31,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,103,,,$REVJRNL,0,-767,Part/Liner No. PL5-32,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,104,,,$REVJRNL,0,-306,Part/Liner No. PL5-33,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,105,,,$REVJRNL,0,-623,Part/Liner No. PL5-36,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,106,,,$REVJRNL,0,-831,Part/Liner No. PL5-37,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,107,,,$REVJRNL,0,-415,Part/Liner No. PL5-4,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,108,,,$REVJRNL,0,-863,Part/Liner No. PL5-5,CPC ENGINEERING; P027569/2,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,109,,,$REVJRNL,0,-502,Part/Liner No. PL5-6,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,110,,,$REVJRNL,0,-590,Part/Liner No. PL5-7,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,111,,,$REVJRNL,0,-817,Part/Liner No. PL5-8,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,112,,,$REVJRNL,0,-638,Part/Liner No. PL5-9,CPC ENGINEERING; P027569/5,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,113,,,$REVJRNL,0,"-7,395",Patterns,CPC ENGINEERING; P027569/8,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,114,,,$REVJRNL,0,"-6,600",Inspect chute and repair 23/06/2018,MADSON MECHANICAL MAINTENANCE; P029289/0,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,115,,,$REVJRNL,0,"-6,600",Inspect chutes and repairs as required -,MADSON MECHANICAL MAINTENANCE; P029206/0,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,25/06/2018,1,P62213-01,116,P026328,00001,APINVP,162247,440,PATTERNS DP171 AND DP172,,CPC Engineering,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,25/06/2018,1,P62254-09,117,P027569,00088,APINVP,162253,"7,395",Patterns,,CPC Engineering,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,3/07/2018,1,00014287,118,P029482,00001,APINVP,162338,36,M20 ZP CONELOCK NUTS,,Pilbara Tools and Fasteners Pty Ltd,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,3/07/2018,1,00014287,119,P029482,00002,APINVP,162338,9,3/4 GRADE 8 ZP FLAT WASHER,,Pilbara Tools and Fasteners Pty Ltd,MAINT,M401000.6230.28.00
LIST,19PLACT,M402000,P-A Plant & Equip - Sample Station,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,-880,Supply shift coverage for Gerhard - June,MADSON MECHANICAL MAINTENANCE; P029210/0,EOM Works Commitment accrual,MAINT,M402000.6230.28.00
LIST,19PLACT,M402000,P-A Plant & Equip - Sample Station,30/06/2018,1,RJ000950,2,,,$REVJRNL,0,-880,Supply shift coverage for Gerhard - June,MADSON MECHANICAL MAINTENANCE; P029210/1,EOM Works Commitment accrual,MAINT,M402000.6230.28.00
LIST,19PLACT,M402000,P-A Plant & Equip - Sample Station,30/06/2018,1,RJ000950,3,,,$REVJRNL,0,"-1,960",SV 12V OFF Maint Air Compressors,CAPS AUSTRALIA; P028531/0,EOM Works Commitment accrual,MAINT,M402000.6230.28.00
LIST,19PLACT,M402000,P-A Plant & Equip - Sample Station,30/06/2018,1,RJ000950,4,,,$REVJRNL,0,"-7,442",Labour - June shutdown,THYSSENKRUPP INDUSTRIAL SOLUTIONS (AUSTR,EOM Works Commitment accrual,MAINT,M402000.6230.28.00
LIST,19PLACT,M402000,P-A Plant & Equip - Sample Station,29/06/2018,1,00014160,5,P029448,00001,APINVP,162370,25,M12 X 1MT ALLTHREAD GAL 8.8,,Pilbara Tools and Fasteners Pty Ltd,MAINT,M402000.6230.28.00
LIST,19PLACT,M402000,P-A Plant & Equip - Sample Station,29/06/2018,1,00014160,6,P029448,00002,APINVP,162370,79,M12 X 1.75 TAP SET,,Pilbara Tools and Fasteners Pty Ltd,MAINT,M402000.6230.28.00
LIST,19PLACT,M402000,P-A Plant & Equip - Sample Station,4/07/2018,1,001477,7,,,$INVISSU,0,966,Despatch Stock Requisition '001477',PPA/FI/005537/FI01-R07-B/BRELKO SOFT SKI,STKISS,MAINT,M402000.6230.28.00
LIST,19PLACT,M402000,P-A Plant & Equip - Sample Station,5/07/2018,1,001478,8,,,$INVISSU,0,"3,093",Despatch Stock Requisition '001478',PPA/FI/002466/FI02-SS-6-A/MOTOR GEARBOX,STKISS,MAINT,M402000.6230.28.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,26/02/2018,1,00004576,1,P029535,00001,APINVP,162344,"1,530",2253 PPA No. 1 Berth Shiploader Maintena,,Structural Integrity Engineering Pty Ltd,MAINT,M403000.6105.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,10/05/2018,1,PPA4018,2,P028805,00002,APINVP,162772,"2,266",PPA4018 Berth 1 CV04 Shut L,,Hedland Harbour Industries,MAINT,M403000.6105.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,27/06/2018,1,00005272,1,P029208,00001,APINVP,162368,"1,853",Supply Lubrication Tech coverage 11-22 J,,Madson Mechanical Maintenance,MAINT,M403000.6105.28.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,00005278,2,P029282,00001,APINVP,162790,"4,465",Lube Tech coverage 25 to29 June 2018,,Madson Mechanical Maintenance,MAINT,M403000.6105.28.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,-742,SYXY14/B5LT Interfine 979 Y14 Golden Yel,AKZO NOBEL PTY LTD; P025656/1,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,2,,,$REVJRNL,0,-44,Con Note: 1515330001918 SFS,TOLL IPEC - EAST SIDE; P028925/1,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,3,,,$REVJRNL,0,"-5,229","25T Franna, Oeprater Truck",HEDLAND HARBOUR INDUSTRIES; P027307/0,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,4,,,$REVJRNL,0,"-49,080",Shiploader Shuttle Modifications,TOTAL AMS PTY LTD; P028976/0,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,5,,,$REVJRNL,0,-79,UNI P3300-HG CHNNL 41X22 HG P/MTR,REXEL AUSTRALIA LTD; P020726/4,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,6,,,$REVJRNL,0,-395,WARRANTY  MOTOR QTY 2 OF ROSSIE TECO,RGR ROAD HAULAGE PTY LTD; P022068/0,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,7,,,$REVJRNL,0,-860,AS PER QUOTE 0046788069 LINE 1 -* 40,AUSLEC; P025560/4,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,8,,,$REVJRNL,0,-985,Inspect Conveyor Belts,METSO MINERALS AUSTRALIA; P025856/1,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,9,,,$REVJRNL,0,"-1,712",AS PER QUOTE 0046707736 06/02/2018 + AFL,AUSLEC; P025233/3,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,10,,,$REVJRNL,0,"-4,080",CERVAN PH019642 SV CV04 SHUT CERVAN FRAN,CERVAN MARINE & MAINTENANCE.; P026085/1,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,11,,,$REVJRNL,0,"-3,039",NB261 L06611 CV04 Refurbishment Fabricat,THYSSENKRUPP INDUSTRIAL SOLUTIONS (AUSTR,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,12,,,$REVJRNL,0,"-5,687",CV04 remedial works,THYSSENKRUPP INDUSTRIAL SOLUTIONS (AUSTR,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,13,,,$REVJRNL,0,-305,THYSSENKRUPP  ref.:  NB330_L06832 Weldin,THYSSENKRUPP INDUSTRIAL SOLUTIONS (AUSTR,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,14,,,$REVJRNL,0,"-3,620",Remove CV04 and Re-install,METSO MINERALS AUSTRALIA; P025546/2,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,15,,,$REVJRNL,0,-448,Distribution Board Lifeguard 16 (1x32Ax8,COATES HIRE SERVICE; P025932/2,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,16,,,$REVJRNL,0,-21,Environmental Charges & LTD Waiver,COATES HIRE SERVICE; P025932/2,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,17,,,$REVJRNL,0,"-1,241",Generator Diesel 80kVA - 12945,COATES HIRE SERVICE; P025932/2,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,18,,,$REVJRNL,0,"-15,466",CV04 PAINTER LABOUR MAR SHUT 2018,ULTIMATE PROTECTIVE COATINGS; P025557/1,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,19,,,$REVJRNL,0,-138,ELECTRODE 16TC E7016 3.2MM 5KG,BOC GASES AUSTRALIA LIMITED; P025436/1,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,20,,,$REVJRNL,0,-270,ELECTRODE 16TC E70162.5MM2.5KG,BOC GASES AUSTRALIA LIMITED; P025436/1,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,21,,,$REVJRNL,0,"-3,235",Labour Hire Grant March/Apr,MADSON MECHANICAL MAINTENANCE; P025555/1,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,22,,,$REVJRNL,0,"-1,260",HHI PPAEAT13022018 SV CRANE HIRE for SHI,HEDLAND HARBOUR INDUSTRIES; P025513/1,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,23,,,$REVJRNL,0,-20,Freight Recovered,TOTAL CONNECTIONS PTY LTD; P026546/1,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,24,,,$REVJRNL,0,"-1,482",APPLUS Q 114024827 SV 1Y OFF Maint NDT S,APPLUS RTD PTY LTD; P026932/1,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,25,,,$REVJRNL,0,"-2,876",CV04 HYD JACKS MAR SHUT,COATES HIRE SERVICE; P025840/1,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,26,,,$REVJRNL,0,"-2,310",QUBE Hire Sweeper Truck and Operator for,QUBE PORTS PTY LTD; P026151/0,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,27,,,$REVJRNL,0,-11,Environmental Levy:,ONSITE RENTAL GROUP; P026281/2,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,28,,,$REVJRNL,0,-240,PICK UP & DELIVERY @ $240 EACH,ONSITE RENTAL GROUP; P026281/3,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,29,,,$REVJRNL,0,"-1,134",Scissor Lift - 32ft (9.7m) - Diesel,ONSITE RENTAL GROUP; P026281/2,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,30,,,$REVJRNL,0,-475,Scissor Lift - 32ft (9.7m) - Diesel,ONSITE RENTAL GROUP; P026281/3,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,31,,,$REVJRNL,0,"-7,147",JENEILFEN Est.176 Repaint and tidy up da,JENEILFEN CORROSION SERVICES; P029180/1,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,32,,,$REVJRNL,0,-19,Con Note: 8914088350Rossi,TOLL IPEC - EAST SIDE; P028925/1,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
LIST,19PLACT,M403000,P-S Plant & Equip - Shiploading,30/06/2018,1,RJ000950,33,,,$REVJRNL,0,-45,PPA EAST Shift Coverage 15-16 June 2018,MADSON MECHANICAL MAINTENANCE; P028417/2,EOM Works Commitment accrual,MAINT,M403000.6230.25.00
